host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy
Downtown North,t,Downtown North,Downtown North,94301,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,10,0,0,0,0,1,100,10,10,10,10,10,10,strict
Downtown,t,San Francisco,San Francisco,95117,Entire home,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,1,0,7,32,58,320,8,100,10,10,10,10,10,9.76,flexible
Heritage District,t,Heritage District,Heritage District,95014,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,500,50,1,30,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in guest suite,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,6,11,36,311,6,100,10,10,9.66,10,10,10,strict
West Valley,t,San Jose,San Jose,95129,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,20,50,80,169,2,100,10,10,10,10,10,9,flexible
Central San Jose,t,San Jose,San Jose,95128,Entire home,Entire home/apt,7,1,4,4,Real Bed,718.1781305,100,50,1,0,8,38,51,51,3,100,10,8.66,10,10,10,10,flexible
Cambridge,t,San Jose,New York,95128,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,8,30,0,0,0,219,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Alum Rock,t,Alum Rock,Alum Rock,95119,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,20,3,0,8,8,10,10,1,100,10,10,10,10,10,10,strict
Alum Rock,t,Alum Rock,Alum Rock,95119,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,3,3,1,100,10,10,10,10,10,10,flexible
Cambridge,t,Mountain View,New York,94040,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
San Jose,f,San Jose,San Jose,94087,Entire rental unit,Entire home/apt,3,1,1,1,Real Bed,718.1781305,100,5,1,0,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
San Jose,f,San Jose,San Jose,95112,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,1,19,49,139,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Evergreen,t,San Jose,San Jose,95148,Private room in home,Private room,3,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,365,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Edenvale,f,San Jose,San Jose,95123,Entire home,Entire home/apt,5,1,3,3,Real Bed,718.1781305,100,50,2,0,0,0,0,269,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Downtown,t,San Jose,San Jose,95112,Entire townhouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,70,1,0,5,26,56,56,4,100,10,10,10,10,9,10,strict
Evergreen,t,San Jose,San Jose,95121,Private room in bed and breakfast,Private room,2,1,1,1,Real Bed,718.1781305,200,50,2,20,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Evergreen,t,San Jose,San Jose,95121,Entire home,Entire home/apt,7,1,7,7,Real Bed,718.1781305,150,35,4,0,29,59,89,363,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94086,Private room in home,Private room,1,1,1,12,Real Bed,718.1781305,200,50,1,50,30,60,90,365,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Valley View - Reed,t,Mountain View,Mountain View,95128,Entire home,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,14,44,74,349,2,90,10,10,10,9,10,9,moderate
Evergreen,t,San Jose,San Jose,95121,Private room in home,Private room,4,1,2,2,Real Bed,718.1781305,100,50,1,0,30,60,90,364,2,80,8,8,9,9,9,8,strict
Cuesta Park,t,Mountain View,Mountain View,94040,Entire home,Entire home/apt,4,1,3,3,Real Bed,718.1781305,100,30,1,0,16,42,72,72,1,20,4,2,10,10,10,4,flexible
Berryessa,t,Berryessa,Berryessa,95051,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,364,1,100,10,10,10,10,10,10,strict
Irvine Business Complex,t,San Jose,New York,95136,Entire townhouse,Entire home/apt,6,1,3,3,Real Bed,718.1781305,100,50,1,0,28,58,88,362,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
San Jose,t,San Jose,San Jose,95050,Entire rental unit,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,50,1,0,18,48,78,167,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,San Francisco,San Francisco,95125,Entire home,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,50,1,0,0,0,0,262,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Central San Jose,t,Central San Jose,Central San Jose,95117,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,20,1,5,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Berryessa,t,San Jose,Cupertino,95131,Entire home,Entire home/apt,8,1,3,4,Real Bed,718.1781305,100,50,1,0,2,26,56,235,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,27,40,57,331,2,100,10,10,10,10,9,10,flexible
College Terrace,t,Palo Alto,Palo Alto,94304,Private room in home,Private room,2,1,1,1,Futon,718.1781305,100,50,1,10,8,31,61,256,7,85.8,8.58,8.86,10,10,10,8.86,moderate
Rose Garden,f,Springfield,Springfield,95116,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,90,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Santa Clara,t,Sunnyvale,Sunnyvale,95051,Entire condo,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,40,1,0,0,28,58,333,1,100,10,10,10,10,10,10,flexible
Santa Clara,t,Sunnyvale,Sunnyvale,94085,Entire home,Entire home/apt,2,1,1,2,Real Bed,718.1781305,100,50,1,20,0,20,50,324,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Santa Clara,t,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,200,50,1,0,23,53,83,173,1,40,8,4,4,4,8,4,flexible
Brigadoon,t,San Jose,San Jose,95121,Entire home,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,5,2,8,10,33,56,319,8,100,10,10,9.76,10,10,10,strict
San Francisco,t,Sunnyvale,San Francisco,94087,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,10,1,0,27,57,87,361,1,80,8,10,8,8,8,6,strict
Evergreen,t,San Jose,San Jose,95121,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,350,50,1,20,30,60,90,364,1,80,8,8,8,8,8,8,strict
Old Palo Alto,t,Palo Alto,Palo Alto,94301,Entire home,Entire home/apt,6,1,4,4,Real Bed,718.1781305,100,50,1,0,0,0,0,201,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Cambridge,t,Mountain View,Hawthorne,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,50,1,0,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Cambridge,t,Mountain View,Hawthorne,94040,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,50,1,0,29,59,89,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Rose Garden,f,Springfield,Springfield,95128,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,36,2,15,30,60,90,90,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
South San Jose,t,San Jose,San Jose,95127,Entire guesthouse,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,50,1,30,19,42,68,341,1,100,10,6,10,10,10,8,strict
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,365,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Cambridge,t,San Jose,Hawthorne,95129,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,100,50,1,0,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Cambridge,t,San Jose,Hawthorne,95129,Entire serviced apartment,Entire home/apt,3,1,1,2,Real Bed,718.1781305,900,200,10,50,30,60,90,365,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Pacifica,t,Pacifica,Pacifica,95116,Entire home,Entire home/apt,10,1,4,4,Real Bed,718.1781305,100,50,2,30,16,29,52,93,2,100,10,10,10,10,10,10,moderate
Cambridge,t,San Jose,Hawthorne,95129,Entire serviced apartment,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,20,2,15,30,60,90,365,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Willow Glen,t,San Jose,Palmas del Mar,95124,Entire home,Entire home/apt,7,1,3,4,Real Bed,718.1781305,100,75,1,0,20,50,80,169,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
San Jose,t,San Jose,San Jose,95131,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,250,50,1,0,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
South San Jose,t,San Jose,San Jose,95125,Entire home,Entire home/apt,8,1,3,3,Real Bed,718.1781305,100,50,1,0,25,55,85,359,5,96,10,10,9.6,10,8,9.2,flexible
Sunnyvale,t,Mountain View,Mountain View,94807,Camper/RV,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,13,37,67,67,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Cambridge,t,Mountain View,New York,94043,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,9,9,271,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Cambridge,t,Milpitas,New York,95035,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,200,9,1,15,0,0,0,214,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Central San Jose,t,Central San Jose,Central San Jose,95014,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,75,1,0,28,58,88,362,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Santa Clara,t,San Jose,San Jose,95112,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,29,59,59,2,90,8,9,8,10,9,10,flexible
South San Jose,t,San Jose,San Jose,95136,Private room in townhouse,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,2,32,62,336,1,100,10,10,10,10,10,10,flexible
West Valley,t,Cupertino,Cupertino,95129,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,100,1,15,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
University South,t,University South,University South,94301,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,25,1,0,0,24,54,329,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Alum Rock,t,San Jose,San Jose,95122,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,10,1,10,0,0,0,0,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Meadows,t,San Jose,San Jose,95122,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,400,100,1,0,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Lakewood,t,Fremont,Fremont,95051,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,24,37,57,146,1,20,2,4,4,6,4,2,strict
Los Angeles,t,Los Angeles,Los Angeles,95014,Private room in serviced apartment,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,29,1,100,10,10,10,10,10,10,flexible
Lakewood,t,Fremont,Fremont,95051,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,30,2,10,30,56,86,175,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Centerville,t,Fremont,Fremont,95124,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,150,10,1,10,0,0,1,275,3,93.4,10,9.34,10,10,10,10,flexible
Buena Vista,t,San Francisco,San Francisco,95126,Private room in condo,Private room,2,1,1,2,Real Bed,718.1781305,100,50,1,0,18,48,78,353,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Saratoga,t,Saratoga,Saratoga,95070,Entire guesthouse,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,50,3,20,26,56,86,360,1,100,10,10,10,10,10,10,strict
Sunnyvale,t,San Francisco,San Francisco,94022,Entire home,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,25,1,10,3,33,63,338,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Centerville,t,Fremont,Fremont,95124,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,0,272,1,80,10,10,8,10,6,10,flexible
Centerville,t,Fremont,Fremont,95124,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,50,2,30,19,47,77,351,3,100,10,9.34,10,10,9.34,10,strict
Central San Jose,t,Central San Jose,Central San Jose,94807,Entire serviced apartment,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,20,1,10,26,56,86,361,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Piedmont,t,San Jose,San Jose,95035,Entire villa,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,50,1,0,18,48,78,352,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,San Francisco,San Francisco,95051,Entire townhouse,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,50,1,5,12,12,30,305,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Berryessa,t,Berryessa,Berryessa,95132,Entire home,Entire home/apt,12,1,5,6,Real Bed,718.1781305,100,25,1,15,20,44,71,148,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Rex Manor,t,Palo Alto,Palo Alto,94043,Entire home,Entire home/apt,8,1,3,3,Real Bed,718.1781305,500,100,5,100,8,23,43,304,2,80,9,8,10,9,8,6,strict
Lakewood,t,Fremont,Fremont,94089,Shared room in home,Shared room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,3,33,63,153,2,90,8,8,9,9,9,9,flexible
Alum Rock,f,San Jose,Alum Rock,95127,Shared room in home,Shared room,6,1,1,3,Real Bed,718.1781305,100,50,1,0,1,24,54,328,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Alum Rock,f,Alum Rock,Alum Rock,95127,Shared room in home,Shared room,2,1,1,1,Futon,718.1781305,100,30,1,0,4,34,64,338,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Alum Rock,f,Alum Rock,Alum Rock,95127,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,50,1,0,4,34,64,338,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Berryessa,t,Berryessa,Berryessa,95131,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,100,25,1,12,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
South San Jose,f,San Jose,South San Jose,95111,Entire guest suite,Entire home/apt,6,1,2,2,Real Bed,718.1781305,300,75,1,0,9,36,65,65,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Rose Garden,t,Rose Garden,Rose Garden,95050,Entire home,Entire home/apt,8,1,4,4,Real Bed,718.1781305,100,50,1,0,0,17,47,120,3,100,10,10,10,10,10,9.34,strict
Rivermark of Santa Clara,t,Santa Clara,Santa Clara,95054,Entire condo,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,50,1,20,19,49,79,353,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Midtown,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,99,1,0,20,22,52,141,1,80,10,10,8,8,8,8,strict
Broadway - Palmhaven,t,San Jose,San Jose,95125,Entire home,Entire home/apt,12,1,3,5,Real Bed,718.1781305,100,50,1,20,26,56,86,361,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Cupertino,t,Sunnyvale,Cupertino,94085,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,19,49,79,354,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
San Tomas,f,San Tomas,San Tomas,95032,Entire home,Entire home/apt,6,1,3,4,Real Bed,718.1781305,200,30,1,20,30,60,90,364,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Central San Jose,t,Central San Jose,Central San Jose,95110,Entire home,Entire home/apt,2,1,1,1,Real Bed,718.1781305,200,80,1,35,13,43,73,163,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94043,Entire rental unit,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,50,1,0,6,32,32,203,2,100,9,10,10,10,10,9,flexible
Canoas East,t,United States,United States,95123,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,40,2,100,0,17,47,92,3,93.4,9.34,10,10,10,9.34,10,strict
Canoas East,t,United States,United States,95123,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,5,1,0,28,58,88,133,1,100,10,10,10,10,10,10,strict
Rex Manor,t,Palo Alto,Palo Alto,94086,Entire home,Entire home/apt,6,1,2,3,Real Bed,718.1781305,100,50,1,0,0,6,36,126,2,100,10,10,10,10,10,10,flexible
Canoas East,t,United States,United States,95123,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,300,50,2,50,13,43,73,118,3,93.4,9.34,9.34,10,10,9.34,9.34,moderate
Canoas East,t,United States,United States,95123,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,15,1,10,27,57,87,132,1,60,10,6,10,10,10,8,flexible
Canoas East,t,United States,United States,95123,Private room in home,Private room,4,1,2,2,Real Bed,718.1781305,150,120,4,25,18,48,78,123,1,100,10,10,10,10,10,10,strict
Cambridge,t,San Jose,New York,95113,Entire rental unit,Entire home/apt,2,1,1,1,Real Bed,718.1781305,450,35,1,25,0,0,0,201,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Goodyear - Mastic,t,San Jose,San Jose,95110,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,10,1,0,27,57,87,361,3,86.6,10,9.34,9.34,10,8.66,8.66,flexible
Lakewood,t,Fremont,Fremont,95054,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,125,5,25,20,50,80,169,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Rincon Hill,t,United States,United States,95113,Entire condo,Entire home/apt,5,1,2,3,Real Bed,718.1781305,100,50,1,0,29,59,89,363,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
College Terrace,f,Buffalo Grove,Buffalo Grove,94036,Private room in vacation home,Private room,1,1,1,1,Futon,718.1781305,100,50,1,0,0,0,0,261,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Lakewood,t,Fremont,Fremont,95054,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,25,1,12,26,56,86,175,1,80,8,10,8,10,8,10,strict
Lakewood,t,Fremont,Fremont,95054,Shared room in home,Shared room,2,1,1,1,Real Bed,718.1781305,150,50,1,0,21,51,81,170,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,400,25,2,20,0,0,21,296,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
West Valley,t,West Valley,West Valley,95129,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,250,85,4,30,10,30,60,335,3,86.6,9.34,10,7.34,8.66,10,6.66,strict
Lakewood,t,Fremont,Fremont,94043,Shared room in home,Shared room,1,1,1,1,Real Bed,718.1781305,105,50,1,0,4,34,64,154,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,10,0,19,49,324,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Lakewood,t,Fremont,Fremont,95129,Entire home,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,25,2,0,30,60,90,179,1,40,6,10,10,6,10,8,flexible
Central San Jose,t,Central San Jose,Central San Jose,95110,Entire rental unit,Entire home/apt,5,1,2,2,Real Bed,718.1781305,100,50,1,15,14,37,67,156,5,100,9.6,9.6,9.6,9.6,9.6,9.6,moderate
Sunnyvale,t,Sunnyvale,Sunnyvale,94087,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,15,45,75,350,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Sunnyvale,t,Sunnyvale,Sunnyvale,94085,Private room in townhouse,Private room,3,1,1,2,Real Bed,718.1781305,280,20,1,15,3,33,63,338,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in guest suite,Private room,1,1,1,1,Real Bed,718.1781305,100,50,1,0,0,0,23,298,1,100,10,10,10,10,10,10,strict
Santa Clara,t,San Jose,San Jose,95050,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,100,4,15,0,17,46,46,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Alum Rock,t,Alum Rock,Alum Rock,95119,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,1500,100,5,25,8,8,10,10,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Valley View - Reed,t,Mountain View,Mountain View,94043,Entire guest suite,Entire home/apt,4,1,1,2,Real Bed,718.1781305,100,20,1,0,1,7,37,311,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
West Valley,t,San Jose,San Jose,95128,Private room in rental unit,Private room,1,1,1,2,Real Bed,718.1781305,100,50,1,0,18,48,78,353,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Charter Oak,t,San Francisco,San Francisco,95133,Entire rental unit,Entire home/apt,4,1,2,2,Real Bed,718.1781305,100,30,1,10,19,49,79,354,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,moderate
Bonita - 24th,t,Bonita - 24th,Bonita - 24th,95116,Shared room in home,Shared room,2,1,1,1,Real Bed,718.1781305,400,110,3,50,27,57,87,361,1,20,2,2,2,2,2,2,strict
Bonita - 24th,t,Bonita - 24th,Bonita - 24th,94085,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,25,4,25,10,40,53,321,1,80,8,8,10,10,10,8,strict
Bonita - 24th,t,Bonita - 24th,Bonita - 24th,94085,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,14,44,74,349,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Centerville,t,Fremont,Fremont,95124,Private room in home,Private room,2,1,1,1,Real Bed,718.1781305,500,50,1,0,11,41,71,345,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Willow Glen,t,Willow Glen,Willow Glen,95125,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,300,15,2,15,18,48,78,352,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Cupertino,t,Sunnyvale,Cupertino,94085,Private room in home,Private room,1,1,1,1,Real Bed,718.1781305,500,100,2,25,2,2,2,277,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
Willow Glen,t,San Jose,San Jose,95125,Private room in townhouse,Private room,2,1,1,1,Real Bed,718.1781305,100,50,1,0,30,60,90,365,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,flexible
Fallen Leaf,t,Fallen Leaf,Fallen Leaf,95031,Entire guest suite,Entire home/apt,2,1,1,1,Real Bed,718.1781305,100,15,2,20,0,28,58,332,0,94.47391218,9.586622384,9.451392914,9.734233944,9.665780998,9.627646466,9.363877592,strict
West Valley,t,San Jose,San Jose,95129,Entire home,Entire home/apt,7,1,3,5,Real Bed,718.1781305,100,80,2,0,2,32,62,135,1,100,10,10,10,10,10,10,strict
Alum Rock,t,San Jose,San Jose,95116,Private room in home,Private room,3,1,1,1,Real Bed,718.1781305,100,10,1,0,10,40,70,345,1,100,10,8,10,10,10,10,flexible
Gardner,t,San Jose,Gardner,95125,Entire home,Entire home/apt,16,1,8,10,Real Bed,718.1781305,400,10,1,10,15,27,50,302,1,100,10,8,10,10,10,10,flexible
Menlo Park,f,Menlo Park,Menlo Park,95051,Private room in home,Private room,1,1,1,1,Real Bed,0,200,35,1,25,0,0,0,268,1,100,10,10,10,10,10,10,moderate
